"","0","35400"
"gadY",590.211,462.338
"gadX",406.007,475.575
"gadA",265.937,113.265
"ccp",360.675,252.781
"treF",295.068,233.426
"yhjB",298.034,180.921
"rcdB",575.495,337.602
"yhjD",457.091,246.626
"yhjE",482.314,266.241
"yhjG",578.157,550.595
"pdeH",399.455,702.504
"kdgK",985.735,1249.07
"yhjJ",840.879,822.365
"dctA",421.018,553.27
"pdeK",459.253,547.873
"bcsC",578.927,427.948
"bcsZ",445.351,295.698
"bcsB",968.367,383.599
"bcsA",602.079,298.475
"yhjR",836.095,1209.86
"bcsE",557.897,855.239
"bcsF",486.468,860.492
"bcsG",307.305,351.453
"ldrD",814.76,324.441
"rdlD",379.114,217.366
"yhjV",1059.84,1757.41
"dppF",318.631,202.018
"dppD",250.145,204.304
"dppC",370.409,199.352
"dppB",365.281,252.051
"dppA",872.836,858.242
"eptB",390.172,371.545
"yhjX",499.951,493.282
"yhjY",608.676,393.935
"tag",617.415,575.528
"yiaC",767.9,647.792
"bisC",654.091,614.195
"yiaD",1637.08,2906.55
"ghrB",703.344,460.985
"yiaF",1285.41,2102.36
"yiaG",424.308,245.133
"cspA",14335.8,13328.6
"hokA",90.8229,41.9
"insJ",769.486,391.4
"insK",546.478,347.033
"glyS",2168.33,3383.39
"glyQ",3451.88,5200.61
"wecH",252.636,211.836
"yiaB",389.131,224.937
"xylB",244.72,214.462
"xylA",474.644,314.804
"xylF",475.068,201.493
"xylG",485.999,248.665
"xylH",533.552,342.893
"xylR",363.216,281.111
"bax",2805.22,2435.17
"malS",143.392,85.2438
"avtA",831.075,1328.97
"ysaA",651.886,356.537
"plaR",658.96,566.237
"yiaK",371.88,122.079
"yiaL",349.523,154.1
"yiaM",209.097,114.095
"yiaN",390.049,219.351
"yiaO",327.212,182.593
"lyxK",221.034,130.299
"sgbH",332.758,212.86
"sgbU",239.077,129.6
"sgbE",338.525,154.665
"yiaT",456.05,340.219
"yiaU",485.181,259.85
"yiaV",350.349,174.525
"yiaW",223.274,175.647
"aldB",469.203,260.7
"yiaY",188.617,120.69
"selB",445.5,670.831
"selA",957.061,1320.1
"yibF",667.471,555.757
"yibA",533.466,505.904
"yibJ",582.165,541.717
"yibG",285.232,212.394
"yibH",216.74,83.4035
"mtlD",1792.56,2083.39
"mtlR",1597.55,1758.13
"yibL",1538.06,2614.12
"lldP",361.112,196.331
"lldR",480.425,231.559
"lldD",351.405,287.869
"trmL",1111.15,847.179
"cysE",1847.09,1723.92
"gpsA",2068.4,2126.08
"secB",3024.88,4103.35
"grxC",3641.22,4736.64
"yibN",4014.85,5708.72
"gpmM",2186.83,1210.19
"envC",585.698,460.779
"yibQ",647.3,523.733
"tdh",2108.69,3574.19
"kbl",1298.21,2432.92
"htrL",826.602,1401.17
"rfaD",2891.94,4739.22
"waaF",1170.34,2111.09
"waaC",619.751,1023.76
"waaL",497.769,672.792
"waaU",1588.5,2478.98
"waaZ",959.155,1743.65
"waaY",1087.19,1666.5
"waaJ",1442.85,1917.18
"waaO",1711.43,2297.59
"waaB",1139.05,1558.85
"waaS",1226.65,1848.72
"waaP",1063.53,1350.55
"waaG",1998.36,2321.94
"waaQ",1555.83,2225.25
"waaA",510.759,850.65
"coaD",474.525,498.797
"mutM",1219.71,980.284
"rpmG",14932.7,16018.8
"rpmB",12149.4,12347.1
"yicR",344.439,209.64
"dfp",2667.28,3301.59
"dut",2823.69,3588.81
"slmA",1987.48,2337.35
"pyrE",411.13,196.442
"rph",2353.29,2439.93
"yicC",1707.84,2365.03
"dinD",1306.27,588.197
"yicG",3731.28,2762.4
"ligB",258.021,117.055
"gmk",3380.28,6601.82
"rpoZ",5350.05,6493.57
"spoT",1468.69,1931.38
"recG",289.073,206.783
"gltS",1205.33,1097.67
"xanP",464.851,533.396
"yicH",643.686,614.565
"yicI",360.696,162.723
"yicJ",560.727,214.202
"setC",510.078,265.913
"yicL",314.864,274.929
"nlpA",451.392,557.235
"nepI",442.879,332.427
"yicN",735.138,550.349
"adeQ",268.97,111.076
"adeD",499.521,768.199
"uhpT",426.053,371.876
"uhpC",766.555,551.676
"uhpB",504.955,457.248
"uhpA",1112.6,1205.06
"ilvN",552.794,395.639
"ivbL",1565.4,2154.23
"emrD",2420.03,2442.84
"yidF",565.585,279.636
"yidG",570.063,398.501
"yidH",516.413,419.667
"yidI",768.124,503.185
"yidJ",254.477,135.029
"yidK",283.602,176.154
"yidL",294.028,164.788
"glvB",369.115,149.341
"glvC",265.681,98.1868
"yidP",490.087,166.025
"yidE",734.623,497.131
"ibpB",645.592,312.704
"ibpA",1358.64,701.214
"yidR",460.15,485.627
"cbrA",477.525,309.068
"dgoT",434.723,170.758
"dgoK",313.186,182.345
"yidX",645.622,375.197
"yidA",885.064,995.592
"yidB",819.719,719.044
"gyrB",2617.95,2969.41
"recF",2105.3,2542.99
"dnaN",4967.41,5833.95
"dnaA",5312.22,5951.85
"rpmH",11439.8,12044.9
"rnpA",7015.7,6697.94
"yidC",6693.56,7472.19
"mnmE",1872.35,1613.07
"tnaC",177.904,187.691
"tnaA",639.894,832.922
"tnaB",332.88,162.516
"mdtL",425.896,267.502
"yidZ",550.277,389.971
"yieE",755.135,674.569
"yieF",361.872,472.16
"adeP",526.605,1042.09
"yieH",666.62,706.632
"cbrB",1214.65,1429.8
"cbrC",1321.13,1069.08
"yieK",401.104,320.06
"yieL",327.587,285.886
"bglH",214.862,137.373
"bglB",307.92,141.968
"bglF",392.72,536.84
"bglG",231.852,117.955
"phoU",2081.94,2703.95
"pstB",5176.06,5796.67
"pstA",3938.27,4317.08
"pstS",8403.71,8065.86
"glmS",3190.42,4825.62
"glmU",5871.49,6304.05
"atpC",1403.11,3105.25
"atpD",4001.39,7249.91
"atpG",4388.99,8491.71
"atpA",7267.74,12149.9
"atpH",6180.65,9692.95
"atpF",7185.81,11005.8
"atpE",5822.35,7877.43
"atpB",5741.56,8187.27
"atpI",4417.37,5299.83
"rsmG",1751.12,2645.41
"mnmG",3102.48,3432.86
"mioC",4151.33,4879.27
"asnC",630.925,672.341
"asnA",2994.39,3736.09
"viaA",468.465,378.3
"ravA",608.758,583.321
"kup",662.372,1152.95
"rbsD",737.072,937.87
"rbsA",271.222,145.884
"rbsC",235.096,126.303
"rbsB",594.8,935.52
"rbsK",763.391,749.123
"rbsR",442.914,190.574
"hsrA",445.956,290.254
"yieP",1103.35,1393.39
"maoP",4599.41,6965.01
"ilvL",2122.77,1776.16
"ilvM",1038.85,940.5
"ilvE",1666.09,1585.53
"ilvD",1270.85,1028.39
"ilvA",652.771,474.643
"ilvY",701.382,648.086
"ilvC",547.606,478.793
"ppiC",2777.69,2929.87
"yifN",655.314,392.189
"rep",1164.6,1405.36
"gpp",1424.04,1395.84
"rhlB",3085.81,3762.56
"trxA",3522.83,4254.58
"rhoL",9417.13,9746.33
"rho",8065.17,8770.06
"rfe",2572.24,3531.19
"wzzE",1573.72,2400.72
"wecB",720.649,1659.53
"wecC",1535.09,3023.28
"rffG",1190.08,2088.61
"rffH",956.469,1643.45
"rffC",961.165,1491.61
"wecE",805.851,862.1
"wzxE",590.152,730.748
"wzyE",596.319,679.184
"rffM",399.893,389.833
"yifK",818.515,896.346
"aslB",1387.93,504.254
"aslA",261.913,126.936
"glmZ",4005.66,5010.87
"hemY",1814.42,2873.09
"hemX",1235.9,1358.06
"hemD",886.515,1220.69
"hemC",1329.06,1891.94
"cyaA",1741.87,2206.07
"cyaY",1002.85,1028.04
"yzcX",432.607,316.264
"yigA",998.935,1323.9
"xerC",973.619,1023.6
"yigB",405.119,371.704
"uvrD",2668.15,2033.31
"corA",3523.99,4846.18
"yigF",348.292,288.219
"yigG",624.944,344.946
"rarD",563.754,785.641
"yigI",863.551,937.125
"pldA",1628.83,3011.19
"recQ",1333.85,1344.18
"rhtB",429.808,266.679
"pldB",1017.97,2328.88
"yigL",374.898,911
"bioP",351.579,286.025
"metE",610.082,411.856
"udp",560.727,627.878
"rmuC",1237.89,522.677
"ubiE",2928.57,3530.11
"ubiJ",1204.66,1360.18
"ubiB",1102.54,1118.83
"tatA",3866.76,5059.74
"tatB",2978.95,3722.63
"tatC",1568.9,2062.63
"rfaH",1272.6,1627.75
"ubiD",2398.34,3157.19
"fre",1838.02,2005.69
"fadA",232.051,106.947
"fadB",644.014,235.001
"pepQ",1045.4,1042.91
"yigZ",921.279,936.234
"trkH",903.393,851.332
"hemG",1154.39,1141.54
"mobB",490.675,468.483
"mobA",392.745,542.819
"yihD",926.03,1165.29
"srkA",701.686,946.206
"dsbA",1256.01,2246.37
"yihF",437.726,229.089
"yihG",946.668,1429.22
"polA",888.409,1244.57
"spf",9182.98,10038.6
"yihA",1782.86,2682.45
"csrC",2716.89,4581.17
"yihI",2112.55,2791.33
"hemN",1209.03,1403.99
"glnG",308.899,142.018
"glnL",717.918,397.892
"bipA",5581.68,6961.14
"yihL",370.445,193.525
"yihM",452.721,225.509
"yihN",396.177,155.976
"ompL",359.872,246.174
"yihO",342.831,176.832
"yihP",333.442,153.862
"yihQ",392.257,201.343
"yihR",279.44,190.517
"yihS",242.638,129.698
"yihT",302.847,166.008
"yihU",271.719,131.18
"yihV",271.285,149.992
"csqR",995.516,1204.96
"yihX",446.487,450.802
"dtd",524.761,578.36
"fabY",600.416,641.25
"yiiE",351.259,207.445
"yiiF",461.027,368.392
"fdhE",1232.61,1622.85
"fdoI",2037.66,3105.73
"fdoH",2000.5,3750.49
"fdoG",1608.96,4265.57
"fdhD",603.789,488.728
"frvR",303.595,135.908
"frvX",312.931,176.573
"frvB",279.634,169.87
"frvA",263.587,147.395
"rhaD",327.181,172.606
"rhaA",295.416,129.451
"rhaB",389.708,218.877
"rhaS",326.124,138.709
"rhaR",304.077,133.193
"sodA",3465.48,4593.91
"kdgT",481.811,255.332
"yiiM",618.182,407.676
"cpxA",1161.86,1064.64
"cpxR",1933.01,1747.99
"fieF",1490.03,1570.47
"pfkA",2449.88,2069.9
"sbp",519.986,203.915
"cdh",1185.23,1485.04
"tpiA",1455.46,1959.94
"yiiQ",412.696,369.665
"yiiR",584.515,802.59
"yiiS",417.08,789.463
"uspD",713.473,1333.71
"fpr",522.104,812.265
"glpX",845.017,1033.78
"glpK",259.885,384.702
"glpF",453.898,727.984
"zapB",5058.49,5445.42
"rraA",2745.7,3053.07
"menA",974.238,1012.82
"hslU",1377.24,1495.62
"hslV",992.077,1086.38
"ftsN",2754.49,2670.94
"cytR",680.148,499.236
"priA",957.221,796.357
"rpmE",12609.9,12243.3
"yiiX",1605.74,1643.9
"metJ",2022.14,3369.39
"metB",1013.99,911.758
"metL",1076.43,792.293
"metF",615.37,519.981
"katG",1146.54,1251.94
"yijE",409.362,344.725
"yijF",425.191,284.525
"gldA",271.297,185.309
"fsaB",280.619,167.487
"ptsA",330.738,177.636
"frwC",318.973,106.984
"frwB",218.769,108.284
"pflD",443.87,205.101
"pflC",352.608,159.744
"frwD",255.916,124.747
"yijO",589.783,433.761
"eptC",1333.27,2220.32
"ppc",851.592,1050.1
"argE",589.527,394.189
"argC",446.491,316.946
"argB",638.567,487.475
"argH",397.247,229.187
"oxyS",6169.65,4004.52
"oxyR",1187.55,942.725
"sthA",616.684,764.64
"fabR",2393.35,2284.07
"yijD",1305.9,1358.39
"trmA",4498.92,4229.1
"btuB",911.496,1836.16
"murI",1009.59,1361.98
"murB",1330.98,1759.81
"birA",929.239,1122.8
"coaA",820.81,880.024
"secE",9854.39,9795.4
"nusG",8605.36,8185.53
"rplK",12910.9,12185.3
"rplA",16547.1,13501.7
"rplJ",13842.1,14232.8
"rplL",12079.9,10544
"rpoB",14234.1,12774
"rpoC",8171.47,8246.54
"yjaZ",706.154,575.848
"thiH",283.097,162.57
"thiG",472.225,294.201
"thiS",324.731,278.34
"thiF",358.519,225.831
"thiE",354.087,202.162
"thiC",446.996,303.512
"rsd",394.67,339.3
"nudC",1162,1150.27
"hemE",1038.14,1100.93
"nfi",891.493,896.83
"yjaG",1236.69,1595.71
"hupA",4476.12,6971.04
"yjaH",901.625,479.488
"zraP",296.319,148.043
"zraS",511.531,301.734
"zraR",618.938,422.343
"purD",346.492,389.881
"purH",488.299,640.688
"yjaA",2789.17,1587.46
"yjaB",467.649,241.916
"metA",327.627,250.777
"aceB",684.693,1007.62
"aceA",626.613,678.852
"aceK",240.056,127.899
"arpA",289.389,131.892
"iclR",2601.12,2913.31
"metH",339.852,201.088
"yjbB",459.579,331.366
"pepE",363.559,227.474
"rluF",1095.42,1132.53
"yjbD",404.785,444.362
"lysC",470.889,274.823
"pgi",1307.11,2423.65
"yjbE",219.32,145.494
"yjbG",112.343,66.4832
"yjbH",241.074,118.544
"psiE",387.601,221.622
"xylE",557.525,375.979
"malG",194.67,245.966
"malF",428.886,227.931
"malE",491.962,408.844
"malK",199.926,145.956
"lamB",403.373,264.381
"malM",274.826,216.097
"yjbI",301.646,124.744
"ubiA",1059.84,1790.47
"plsB",1242.58,1392.06
"dgkA",1516.59,2368.19
"lexA",3122.42,1960.79
"dinF",846.741,615.917
"yjbJ",1925.8,1468.92
"yjbL",119.363,46.0301
"yjbM",245.182,99.0472
"pspG",395.494,378.78
"qorA",314.792,180.31
"dnaB",3170.91,3324.84
"alr",758.282,793.294
"tyrB",567.225,415.358
"aphA",549.772,489.786
"yjbQ",885.599,818.92
"yjbR",647.423,566.184
"uvrA",615.888,542.583
"ssb",3299.34,4385.14
"yjcB",3686.26,5041.98
"soxS",4089.41,3385.32
"soxR",497.55,388.423
"ryjA",938.113,694.766
"yjcE",758.382,838.797
"yjcF",314.78,165.246
"actP",264.79,161.452
"yjcH",228.91,77.0823
"acs",391.82,177.294
"nrfA",471.646,187.574
"nrfB",492.826,294.901
"nrfC",266.885,139.163
"nrfD",442.457,205.383
"nrfE",158.535,52.8579
"nrfF",336.287,174.479
"nrfG",313.628,165.857
"gltP",658.666,643.081
"yjcO",1070.54,1192.33
"fdhF",645.052,443.011
"mdtP",297.547,123.629
"mdtO",429.313,171.91
"mdtN",448.328,225.797
"yjcS",507.798,296.885
"alsK",491.109,280.092
"alsE",447.587,210.717
"alsC",258.059,96.5808
"alsA",357.161,210.636
"alsB",533.203,418.898
"alsR",454.633,425.595
"rpiB",471.799,365.307
"phnN",260.383,185.372
"phnM",232.993,187.329
"phnL",269.634,137.54
"phnK",224.2,160.211
"phnJ",240.592,156.689
"phnI",361.896,304.244
"phnH",292.223,146.673
"phnG",356.569,156.43
"phnF",255.175,157.939
"phnD",313.458,147.25
"phnC",198.899,122.907
"yjdN",372.401,166.835
"yjdM",4459.15,7116.42
"rdcA",459.227,539.343
"rdcB",326.214,359.863
"proP",4528.68,3530.38
"basS",611.565,401.583
"basR",531.515,339.036
"eptA",413.553,253.675
"adiY",445.23,356.076
"adiA",318.516,124.086
"melR",356.464,155.327
"melA",396.298,233.03
"melB",499.34,272.796
"yjdF",473.398,327.987
"dcuB",495.058,274.434
"dcuR",468.358,306.188
"dcuS",479.772,432.039
"yjdI",231.85,212.399
"yjdJ",387.756,306.316
"ghoS",210.501,95.4839
"lysU",2192.75,2363.15
"dtpC",342.881,156.904
"cadA",350.207,132.986
"cadB",302.69,131.597
"cadC",411.3,253.039
"yjdC",779.041,664.491
"dsbD",650.971,605.294
"cutA",933.696,896.584
"dcuA",2280.45,2731.34
"aspA",699.12,644.386
"fxsA",449.657,328.48
"yjeH",414.55,274.848
"groS",2675.3,1631.07
"groL",3057.42,2277.06
"yjeI",2083.26,2605.01
"yjeJ",654.998,646.551
"epmB",1056.55,1187.55
"efp",3087.44,7386.35
"ecnA",831.696,1647.2
"ecnB",895.292,1324.23
"gdx",1198.23,758.31
"blc",266.538,177.13
"ampC",494.692,433.376
"frdD",507.757,533.128
"frdC",245.839,285.3
"frdB",449.145,493.008
"frdA",540.504,700.219
"epmA",1882.95,1631.01
"yjeM",803.562,813.088
"yjeN",597.667,546.729
"yjeO",830.611,606.067
"mscM",586.921,510.33
"psd",2254.03,2338.91
"rsgA",1551.26,1938.69
"queG",600.482,410.353
"nnr",1543.08,1015.58
"tsaE",1020.77,1014.36
"amiB",1025.15,883.992
"mutL",1008.48,1030.73
"miaA",3597.37,4672.76
"hfq",4119.45,6487.21
"hflX",2301.84,3094.88
"hflK",3135.49,3746.43
"hflC",3191.74,4119.21
"yjeT",695.392,473.394
"purA",3518.62,3766.19
"nsrR",3208.91,3403.53
"rnr",3098.85,3215.25
"rlmB",1106.21,1512.77
"yjfI",444.893,339.569
"yjfJ",195.342,143.369
"yjfK",239.87,141.071
"aidB",290.749,160.006
"yjfN",506.078,384.742
"yjfP",552.106,296.852
"ulaR",936.554,1042.37
"ulaG",420.563,249.063
"ulaB",375.744,215.798
"ulaC",248.98,104.798
"ulaD",536.7,299.365
"ulaE",420.805,304.421
"ulaF",368.738,223.542
"yjfY",341.681,204.52
"rpsF",15420.8,14254
"priB",15556.3,15234.6
"rpsR",12494.1,11836.1
"rplI",9221.92,12965.1
"yjfZ",544.582,482.588
"ytfA",316.613,196.266
"ytfB",1170.79,1016.78
"cycA",1567.31,1729.26
"ytfE",511.881,298.361
"ytfF",372.593,227.324
"qorB",409.257,210.421
"ytfH",535.128,464.821
"cpdB",562.796,580.954
"cysQ",424.999,547.974
"ytfI",301.998,142.314
"ytfJ",829.322,1111.88
"ytfK",581.572,498.102
"paeA",2296.06,2251.32
"msrA",564.906,471.212
"tamA",871.113,769.696
"tamB",487.065,344.209
"ytfP",2429.39,2459.92
"chpS",2.23636,1.46414
"chpB",69.5372,68.58
"ppa",4004.14,4710
"ytfQ",310.887,172.658
"ytfT",169.361,120.256
"yjfF",164.09,58.2374
"fbp",1253.78,2855.39
"mpl",1523.25,1506.44
"yjgA",2406.02,2550.64
"tldE",653.148,728.478
"cybC",463.368,487.609
"nrdG",392.073,249.035
"nrdD",652.131,579.542
"treC",328.695,262.716
"treB",280.543,299.403
"treR",756.641,537.76
"mgtA",682.86,925.641
"ridA",4333.01,4465.61
"pyrI",416.614,295.314
"pyrB",499.71,381.21
"pyrL",1378.81,1788.55
"yjgH",305.681,149.853
"bdcA",405.705,238.123
"bdcR",279.948,271.193
"tabA",1233.08,1656.59
"yjgL",194.123,185.118
"argI",222.846,90.4833
"rraB",1215.05,1983.57
"yjgM",230.099,167.506
"yjgN",293.294,147.834
"valS",2518.58,2437.06
"holC",2664.13,2280.05
"pepA",3144.04,2845.04
"lptF",2807.8,2912.22
"lptG",1104.44,1319.3
"yjgR",534.366,276.608
"idnR",355.559,308.648
"idnT",211.087,109.843
"idnO",460.291,328.925
"idnD",293.516,250.574
"idnK",434.891,263.676
"ahr",234.068,92.3812
"intB",920.052,854.978
"yjgZ",181.663,73.2942
"nanX",240.078,124.522
"nanY",310.859,205.222
"yjhD",638.935,475.134
"yjhE",523.742,411.408
"yjhV",275.99,123.467
"fecE",350.393,250.496
"fecD",321.095,283.157
"fecC",545.527,443.32
"fecB",599.956,520.803
"fecA",981.84,766.146
"fecR",223.063,210.837
"fecI",496.857,390.147
"insA7",1011.26,629.65
"yjhU",1148.38,937.877
"yjhF",165.053,144.942
"yjhG",276.018,158.412
"yjhH",309.769,168.296
"yjhI",317.848,109.039
"sgcR",308.33,115.901
"sgcE",350.403,155.829
"sgcA",430.02,225.617
"sgcQ",402.567,223.739
"sgcC",337.37,143.918
"sgcX",318.105,165.128
"yjhP",317.799,201.82
"yjhQ",439.284,340.234
"yjhR",441.274,273.324
"nanS",325.269,179.688
"nanM",306.866,379.997
"nanC",316.637,143.198
"fimB",730.966,1005.86
"fimE",547.846,336.318
"fimA",1424.25,2178.99
"fimC",874.79,834.768
"fimD",626.705,415.176
"fimF",305.219,175.832
"fimG",462.342,264.291
"fimH",256.068,247.316
"gntP",545.141,201.983
"uxuA",307.909,138.485
"uxuB",290.911,149.022
"uxuR",657.167,572.853
"yjiC",210.931,65.2648
"iraD",235.788,100.686
"iadA",722.017,804.553
"yjiG",498.618,339.176
"yjiH",248.733,75.1725
"kptA",461.015,435.971
"yjiJ",481.529,199.436
"yjiK",373.855,197.895
"yjiL",372.298,151.68
"yjiM",301.118,86.2599
"yjiN",325.421,186.745
"mdtM",236.199,149.259
"yjiR",278.906,130.683
"yjiS",250.549,122.608
"yjiT",464.559,377.914
"mcrC",425.997,411.076
"mcrB",448.454,759.217
"symE",708.983,487.357
"hsdS",679.873,1061.19
"hsdM",1429.45,1601.7
"hsdR",465.072,410.052
"mrr",603.102,650.403
"yjiA",858.689,1727
"yjiX",2359.83,5018.75
"btsT",2742.04,5437.52
"tsr",606.52,1611.26
"lgoT",324.216,190.124
"lgoR",284.719,112.455
"lgoD",214.183,89.5458
"opgB",957.897,893.126
"yjjA",735.17,933.804
"dnaC",1269.51,1464.47
"dnaT",1379.87,1784.54
"yjjB",236.459,123.414
"yjjP",429.443,223.974
"yjjQ",197.916,84.9064
"bglJ",353.726,150.509
"fhuF",991.579,468.454
"rsmC",2530.23,2355.68
"holD",1863.17,2223.78
"rimI",2280.7,2763.79
"yjjG",1034.48,1295.68
"prfC",4963.5,5807.11
"osmY",957.913,876.19
"yjjU",495.231,405.924
"yjjV",855.781,614.274
"yjjW",533.75,243.354
"yjjI",254.693,122.478
"deoC",817.187,796.534
"deoA",579.786,496.146
"deoB",2571.27,2489.85
"deoD",3539.52,5278.74
"yjjJ",548.183,378.596
"lplA",503.742,512.668
"ytjB",633.993,791.439
"serB",1166.42,1431.62
"radA",643.212,712.89
"nadR",438.162,445.693
"ettA",2925.49,3555.87
"slt",482.183,393.648
"trpR",623.592,454.723
"yjjX",1016.06,863.361
"ytjC",754.502,603.523
"rob",3076.07,2645.57
"creA",1178.09,1799.78
"creB",777.001,871.054
"creC",425.133,216.934
"creD",482.896,313.217
"arcA",1649.06,2505.08
"yjjY",428.845,515.755
"yjtD",511.677,670.676
